tool		drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo
run set		NOTEoopsla25mar23-TL0-TPfalse-THtrue-DMls-IOtrue-TRdirect.effects	NOTEoopsla25mar23-TL0-TPfalse-THtrue-DMls-IOtrue-TRdirect.effects	NOTEoopsla25mar23-TL0-TPfalse-THtrue-DMls-IOtrue-TRdirect.effects	NOTEoopsla25mar23-TL0-TPfalse-THfalse-DMpg-IOtrue-TRdirect.effects	NOTEoopsla25mar23-TL0-TPfalse-THfalse-DMpg-IOtrue-TRdirect.effects	NOTEoopsla25mar23-TL0-TPfalse-THfalse-DMpg-IOtrue-TRdirect.effects	NOTEoopsla25mar23-TL0-TPfalse-THtrue-DMls-IOfalse-TRdirect.effects	NOTEoopsla25mar23-TL0-TPfalse-THtrue-DMls-IOfalse-TRdirect.effects	NOTEoopsla25mar23-TL0-TPfalse-THtrue-DMls-IOfalse-TRdirect.effects	NOTEoopsla25mar23-TL0-TPfalse-THfalse-DMpg-IOfalse-TRdirect.effects	NOTEoopsla25mar23-TL0-TPfalse-THfalse-DMpg-IOfalse-TRdirect.effects	NOTEoopsla25mar23-TL0-TPfalse-THfalse-DMpg-IOfalse-TRdirect.effects	NOTEoopsla25mar23-TL1-TPtrue-THtrue-DMls-IOtrue-TRdirect.effects	NOTEoopsla25mar23-TL1-TPtrue-THtrue-DMls-IOtrue-TRdirect.effects	NOTEoopsla25mar23-TL1-TPtrue-THtrue-DMls-IOtrue-TRdirect.effects	NOTEoopsla25mar23-TL1-TPtrue-THfalse-DMpg-IOtrue-TRdirect.effects	NOTEoopsla25mar23-TL1-TPtrue-THfalse-DMpg-IOtrue-TRdirect.effects	NOTEoopsla25mar23-TL1-TPtrue-THfalse-DMpg-IOtrue-TRdirect.effects	NOTEoopsla25mar23-TL1-TPtrue-THtrue-DMls-IOfalse-TRdirect.effects	NOTEoopsla25mar23-TL1-TPtrue-THtrue-DMls-IOfalse-TRdirect.effects	NOTEoopsla25mar23-TL1-TPtrue-THtrue-DMls-IOfalse-TRdirect.effects	NOTEoopsla25mar23-TL1-TPtrue-THfalse-DMpg-IOfalse-TRdirect.effects	NOTEoopsla25mar23-TL1-TPtrue-THfalse-DMpg-IOfalse-TRdirect.effects	NOTEoopsla25mar23-TL1-TPtrue-THfalse-DMpg-IOfalse-TRdirect.effects	NOTEoopsla25mar23-TL1-TPfalse-THtrue-DMls-IOtrue-TRdirect.effects	NOTEoopsla25mar23-TL1-TPfalse-THtrue-DMls-IOtrue-TRdirect.effects	NOTEoopsla25mar23-TL1-TPfalse-THtrue-DMls-IOtrue-TRdirect.effects	NOTEoopsla25mar23-TL1-TPfalse-THfalse-DMpg-IOtrue-TRdirect.effects	NOTEoopsla25mar23-TL1-TPfalse-THfalse-DMpg-IOtrue-TRdirect.effects	NOTEoopsla25mar23-TL1-TPfalse-THfalse-DMpg-IOtrue-TRdirect.effects	NOTEoopsla25mar23-TL1-TPfalse-THtrue-DMls-IOfalse-TRdirect.effects	NOTEoopsla25mar23-TL1-TPfalse-THtrue-DMls-IOfalse-TRdirect.effects	NOTEoopsla25mar23-TL1-TPfalse-THtrue-DMls-IOfalse-TRdirect.effects	NOTEoopsla25mar23-TL1-TPfalse-THfalse-DMpg-IOfalse-TRdirect.effects	NOTEoopsla25mar23-TL1-TPfalse-THfalse-DMpg-IOfalse-TRdirect.effects	NOTEoopsla25mar23-TL1-TPfalse-THfalse-DMpg-IOfalse-TRdirect.effects	NOTEoopsla25mar23-TL0-TPfalse-THtrue-DMls-IOfalse-TRtrans.effects	NOTEoopsla25mar23-TL0-TPfalse-THtrue-DMls-IOfalse-TRtrans.effects	NOTEoopsla25mar23-TL0-TPfalse-THtrue-DMls-IOfalse-TRtrans.effects	NOTEoopsla25mar23-TL0-TPfalse-THfalse-DMpg-IOfalse-TRtrans.effects	NOTEoopsla25mar23-TL0-TPfalse-THfalse-DMpg-IOfalse-TRtrans.effects	NOTEoopsla25mar23-TL0-TPfalse-THfalse-DMpg-IOfalse-TRtrans.effects	NOTEoopsla25mar23-TL1-TPtrue-THtrue-DMls-IOfalse-TRtrans.effects	NOTEoopsla25mar23-TL1-TPtrue-THtrue-DMls-IOfalse-TRtrans.effects	NOTEoopsla25mar23-TL1-TPtrue-THtrue-DMls-IOfalse-TRtrans.effects	NOTEoopsla25mar23-TL1-TPtrue-THfalse-DMpg-IOfalse-TRtrans.effects	NOTEoopsla25mar23-TL1-TPtrue-THfalse-DMpg-IOfalse-TRtrans.effects	NOTEoopsla25mar23-TL1-TPtrue-THfalse-DMpg-IOfalse-TRtrans.effects	NOTEoopsla25mar23-TL1-TPfalse-THtrue-DMls-IOfalse-TRtrans.effects	NOTEoopsla25mar23-TL1-TPfalse-THtrue-DMls-IOfalse-TRtrans.effects	NOTEoopsla25mar23-TL1-TPfalse-THtrue-DMls-IOfalse-TRtrans.effects	NOTEoopsla25mar23-TL1-TPfalse-THfalse-DMpg-IOfalse-TRtrans.effects	NOTEoopsla25mar23-TL1-TPfalse-THfalse-DMpg-IOfalse-TRtrans.effects	NOTEoopsla25mar23-TL1-TPfalse-THfalse-DMpg-IOfalse-TRtrans.effects
../../tests/effects/		status	cputime (s)	walltime (s)	status	cputime (s)	walltime (s)	status	cputime (s)	walltime (s)	status	cputime (s)	walltime (s)	status	cputime (s)	walltime (s)	status	cputime (s)	walltime (s)	status	cputime (s)	walltime (s)	status	cputime (s)	walltime (s)	status	cputime (s)	walltime (s)	status	cputime (s)	walltime (s)	status	cputime (s)	walltime (s)	status	cputime (s)	walltime (s)	status	cputime (s)	walltime (s)	status	cputime (s)	walltime (s)	status	cputime (s)	walltime (s)	status	cputime (s)	walltime (s)	status	cputime (s)	walltime (s)	status	cputime (s)	walltime (s)
all-ev-pos.yml	all-ev-pos.yml	true	0.253161	0.25541626499034464	unknown	0.532472	0.5393987110001035	true	0.252007	0.25420231104362756	unknown	0.527149	0.5309464239981025	true	0.659227	0.6659185269963928	true	2.430943	2.4568671460147016	true	0.675325	0.677959339984227	true	2.397301	2.400019786960911	true	0.606615	0.6093601840548217	true	1.666938	1.6692698269616812	true	0.597821	0.6008264640113339	true	1.671845	1.676331029040739	true	3.038885	3.042115803982597	unknown	15.059026	15.068446543999016	true	11.653761	11.660801108984742	true	56.888379	56.91333146602847	true	6.240909	6.247004156000912	unknown	40.850968	40.874372802034486
alt-inev.yml	alt-inev.yml	true	5.782141	5.787680615030695	true	21.399587	21.412300390016753	true	5.824839	5.832062829984352	true	21.429076	21.4373833060381	true	20.462476	20.480864491022658	true	105.730054	105.76219248597044	true	20.502622	20.51745760301128	true	105.834207	105.86450209398754	true	18.855099	18.863477765000425	true	101.07359	101.10144391201902	true	18.923417	18.931946439959574	true	100.933243	100.96217315102695	unknown	306.535746	306.64370090299053	TIMEOUT	900.726932	901.0081585840089	TIMEOUT	900.677579	901.0087859790074	TIMEOUT	900.679049	901.0079250699491	TIMEOUT	900.700467	901.0076659429469	TIMEOUT	900.824309	901.007552057039
auction.yml	auction.yml	true	7.315461	7.320608324022032	true	9.25497	9.265889167028945	true	7.354108	7.3624342500115745	true	9.256307	9.261416452995036	true	12.459291	12.471189935982693	true	19.366181	19.372352776001208	true	12.468157	12.471082248026505	true	19.141419	19.14524124300806	true	11.867495	11.871448684018105	true	18.759289	18.763729246973526	true	11.802938	11.81271619600011	true	18.820661	18.83366065903101	TIMEOUT	900.942255	901.0152379130013	TIMEOUT	900.92496	901.0084631670034	TIMEOUT	900.934318	901.0123252579942	TIMEOUT	900.916511	901.0091089989874	TIMEOUT	900.917541	901.0179153169738	TIMEOUT	900.917692	901.008845687029
binomial_heap.yml	binomial_heap.yml	true	5.389442	5.3943241109955125	true	8.439282	8.443935035960749	true	5.394317	5.4056561249890365	true	8.440436	8.446802855993155	true	7.681153	7.6915575779858045	true	14.712175	14.715867695980705	true	7.656787	7.662695450009778	true	14.684109	14.68777824100107	true	7.580966	7.584669756994117	true	14.633308	14.636369309970178	true	7.540164	7.546441395999864	true	14.66468	14.683053558983374	TIMEOUT	900.932671	901.010309978039	TIMEOUT	900.979486	901.0053861329798	TIMEOUT	901.006959	901.0222507230355	TIMEOUT	900.990912	901.0120846350328	TIMEOUT	900.998123	901.0154443479842	TIMEOUT	900.989602	901.0113367569866
concurrent_sum.yml	concurrent_sum.yml	true	0.369609	0.37307079799938947	true	0.403161	0.4134988399455324	true	0.368013	0.37634979002177715	true	0.401504	0.40639185602776706	unknown	1.454125	1.4661433959845454	unknown	3.192758	3.242906518978998	unknown	1.45519	1.4645707919844426	unknown	3.149791	3.1518791079870425	true	0.525595	0.5281009430182166	true	0.94738	0.949473440006841	true	0.522358	0.5357360289781354	true	0.957777	0.9645852969842963	unknown	3.92157	3.9247808950021863	true	6.650563	6.652914428035729	true	40.403759	40.406860453949776	true	77.584071	77.59918185899733	true	8.120618	8.124361975002103	true	19.132044	19.1412147830124
depend.yml	depend.yml	true	0.011424	0.014591887011192739	true	0.028497	0.040053518023341894	true	0.013935	0.021621334017254412	true	0.030092	0.036054690019227564	true	0.012428	0.02580616599880159	true	0.031817	0.034471345017664135	true	0.0137	0.02802229701774195	true	0.028642	0.03271635604323819	true	0.013374	0.016366885043680668	true	0.030283	0.03331096499459818	true	0.014056	0.03068834904115647	true	0.029942	0.05097776197362691	true	0.097492	0.09979088103864342	true	0.297655	0.3013574029901065	true	0.105564	0.10900586599018425	true	0.304093	0.3168236009660177	true	0.099045	0.10384748200885952	true	0.299075	0.3118827680009417
disj-gte.yml	disj-gte.yml	true	6.136643	6.139197371026967	unknown	46.356473	46.367148221004754	true	6.140461	6.143293007044122	unknown	46.544167	46.553147623024415	true	7.910229	7.913133274996653	true	29.24751	29.31135663500754	true	7.885034	7.900959659018554	true	28.846366	28.85001126001589	true	7.028004	7.030815434991382	true	27.484141	27.486982321948744	true	7.006291	7.013047982007265	true	27.618613	27.634840059035923	unknown	229.643356	229.64824248699006	TIMEOUT	900.994247	901.0064496209961	true	623.271045	623.2815441259881	TIMEOUT	900.988127	901.0101917859865	unknown	389.253876	389.2618471349706	TIMEOUT	900.991313	901.0097676870064
disj-nondet.yml	disj-nondet.yml	true	6.558634	6.563133604009636	true	47.949102	47.96255250700051	true	6.598808	6.609205053013284	true	47.981534	47.990489572053775	true	26.113215	26.11741061799694	true	133.068754	133.0946890609921	true	26.008428	26.022306305007078	true	133.427864	133.435174394981	true	11.84022	11.842955630039796	true	59.253877	59.25862275599502	true	11.820724	11.829043711011764	true	59.434966	59.45121783099603	TIMEOUT	901.003247	901.0174687700346	TIMEOUT	900.996014	901.0108871400007	TIMEOUT	900.991302	901.0113447110052	TIMEOUT	900.990914	901.0100967649487	TIMEOUT	900.994813	901.012554779998	TIMEOUT	900.927145	901.0114365419722
